id,amplitude,label,time [s]
0,-20.0,8.0,1594226559.192529
1,-25.6795,8.0,1594226559.202305
2,-6.1772,8.0,1594226559.2120812
3,-1.54,8.0,1594226559.2218573
4,18.92,8.0,1594226559.2316337
5,6.77,8.0,1594226559.2414095
6,-9.4318,8.0,1594226559.2511857
7,0.66,8.0,1594226559.2609618
8,20.14,8.0,1594226559.2707381
9,3.46,8.0,1594226559.280514
10,-7.15,8.0,1594226559.29029
11,11.05,8.0,1594226559.3000662
12,-19.94,8.0,1594226559.3098426
13,-26.15,8.0,1594226559.3196185
14,2.38,8.0,1594226559.3293946
15,16.33,8.0,1594226559.3391707
16,-8.69,8.0,1594226559.3489466
17,-5.53,8.0,1594226559.3587232
18,-4.3,8.0,1594226559.368499
19,-10.4,8.0,1594226559.3782752
20,17.4,8.0,1594226559.3880513
21,22.78,8.0,1594226559.3978276
22,-9.41,8.0,1594226559.4076035
23,-10.9053,8.0,1594226559.4173794
24,2.22,8.0,1594226559.4271555
25,20.67,8.0,1594226559.4369318
26,1.54,8.0,1594226559.446708
27,-5.65,8.0,1594226559.456484
28,10.13,8.0,1594226559.4662602
29,-21.92,8.0,1594226559.4760365
30,-25.41,8.0,1594226559.4858124
31,4.82,8.0,1594226559.4955885
32,15.46,8.0,1594226559.5053651
33,-9.91,8.0,1594226559.5151408
34,-4.41,8.0,1594226559.524917
35,-5.65,8.0,1594226559.534693
36,-9.49,8.0,1594226559.5444686
37,19.77,8.0,1594226559.5542452
38,21.47,8.0,1594226559.5640213
39,-11.95,8.0,1594226559.5737975
40,-8.16,8.0,1594226559.5835733
41,4.55,8.0,1594226559.5933495
42,-6.91,8.0,1594226559.6031258
43,-20.34,8.0,1594226559.612902
44,-2.84,8.0,1594226559.622678
45,3.25,8.0,1594226559.6324544
46,-12.43,8.0,1594226559.6422305
47,15.06,8.0,1594226559.6520064
48,33.76,8.0,1594226559.6617825
49,-0.26,8.0,1594226559.6715586
50,10.35,8.0,1594226559.6813347
51,29.08,8.0,1594226559.6911108
52,-4.55,8.0,1594226559.700887
53,4.53,8.0,1594226559.710663
54,9.67,8.0,1594226559.7204392
55,-1.19,8.0,1594226559.7302153
56,-5.92,8.0,1594226559.7399914
57,10.83,8.0,1594226559.7497675
58,14.01,8.0,1594226559.7595437
59,-1.08,8.0,1594226559.7693198
60,11.7,8.0,1594226559.7790961
61,1.39,8.0,1594226559.788872
62,-21.16,8.0,1594226559.798648
63,-22.83,8.0,1594226559.8084242
64,2.99,8.0,1594226559.8182006
65,-9.7,8.0,1594226559.8279765
66,-6.56,8.0,1594226559.8377526
67,-1.79,8.0,1594226559.8475287
68,-7.0,8.0,1594226559.8573046
69,-1.73,8.0,1594226559.8670812
70,5.05,8.0,1594226559.876857
71,12.93,8.0,1594226559.8866332
72,5.57,8.0,1594226559.8964093
73,18.35,8.0,1594226559.9061856
74,2.82,8.0,1594226559.9159615
75,1.09,8.0,1594226559.9257374
76,-7.09,8.0,1594226559.9355135
77,-27.44,8.0,1594226559.94529
78,-27.85,8.0,1594226559.955066
79,-27.64,8.0,1594226559.964842
80,-0.98,8.0,1594226559.9746182
81,-11.3,8.0,1594226559.9843946
82,4.45,8.0,1594226559.9941704
83,35.38,8.0,1594226560.0039465
84,17.66,8.0,1594226560.0137227
85,3.91,8.0,1594226560.0234988
86,8.26,8.0,1594226560.033275
87,17.15,8.0,1594226560.043051
88,-19.74,8.0,1594226560.0528276
89,-19.49,8.0,1594226560.0626032
90,-8.02,8.0,1594226560.0723796
91,-21.25,8.0,1594226560.0821555
92,-18.59,8.0,1594226560.0919313
93,18.09,8.0,1594226560.1017075
94,12.84,8.0,1594226560.1114838
95,4.06,8.0,1594226560.12126
96,19.68,8.0,1594226560.131036
97,24.1,8.0,1594226560.1408124
98,8.1458,8.0,1594226560.1505885
99,2.46,8.0,1594226560.1603644
100,20.71,8.0,1594226560.1701405
101,1.25,8.0,1594226560.1799164
102,-5.4,8.0,1594226560.1896927
103,9.91,8.0,1594226560.1994689
104,-22.07,8.0,1594226560.209245
105,-25.27,8.0,1594226560.219021
106,5.16,8.0,1594226560.2287972
107,15.33,8.0,1594226560.2385733
108,-10.07,8.0,1594226560.2483494
109,-4.22,8.0,1594226560.2581255
110,-5.84,8.0,1594226560.2679017
111,-9.32,8.0,1594226560.2776778
112,20.05,8.0,1594226560.287454
113,21.3,8.0,1594226560.29723
114,-12.29,8.0,1594226560.3070061
115,-7.93,8.0,1594226560.3167822
116,4.57,8.0,1594226560.3265586
117,-7.13,8.0,1594226560.3363345
118,-20.36,8.0,1594226560.3461106
119,-2.57,8.0,1594226560.3558867
120,3.16,8.0,1594226560.3656628
121,-12.34,8.0,1594226560.3754392
122,15.35,8.0,1594226560.385215
123,33.59,8.0,1594226560.3949912
124,-0.37,8.0,1594226560.4047673
125,10.5,8.0,1594226560.4145436
126,29.07,8.0,1594226560.4243195
127,-4.9,8.0,1594226560.4340956
128,4.67,8.0,1594226560.4438715
129,9.76,8.0,1594226560.453648
130,-1.6,8.0,1594226560.463424
131,-5.58,8.0,1594226560.4732
132,10.92,8.0,1594226560.4829762
133,13.85,8.0,1594226560.4927526
134,-1.11,8.0,1594226560.5025284
135,11.89,8.0,1594226560.5123045
136,0.96,8.0,1594226560.5220807
137,-21.02,8.0,1594226560.5318568
138,-22.93,8.0,1594226560.541633
139,3.23,8.0,1594226560.551409
140,-9.75,8.0,1594226560.5611851
141,-6.51,8.0,1594226560.5709612
142,-1.8,8.0,1594226560.5807376
143,-7.03,8.0,1594226560.5905135
144,-1.79,8.0,1594226560.6002893
145,5.28,8.0,1594226560.6100655
146,12.8,8.0,1594226560.6198418
147,5.49,8.0,1594226560.629618
148,18.59,8.0,1594226560.639394
149,2.46,8.0,1594226560.6491704
150,1.27,8.0,1594226560.6589465
151,-7.15,8.0,1594226560.6687224
152,-27.79,8.0,1594226560.6784985
153,-27.62,8.0,1594226560.6882744
154,-27.66,8.0,1594226560.6980507
155,-0.81,8.0,1594226560.7078269
156,-11.19,8.0,1594226560.717603
157,4.54,8.0,1594226560.7273786
158,35.6,8.0,1594226560.7371552
159,17.42,8.0,1594226560.7469313
160,3.9,8.0,1594226560.7567074
161,8.38,8.0,1594226560.7664835
162,17.05,8.0,1594226560.7762597
163,-20.13,8.0,1594226560.7860358
164,-19.37,8.0,1594226560.795812
165,-7.9,8.0,1594226560.805588
166,-21.42,8.0,1594226560.8153641
167,-18.42,8.0,1594226560.8251402
168,18.36,8.0,1594226560.8349164
