id,label,magnetic field x-axis [T],magnetic field y-axis [T],magnetic field z-axis [T],time [s]
0,,,,,1594226559.192529
1,,,,,1594226559.202305
2,8.0,9.229428391430242e-06,1.1161060857463563e-05,-8.094881354893285e-05,1594226559.2120812
3,8.0,5.938140617749211e-06,1.1127172970976886e-05,-8.125614256497264e-05,1594226559.2218573
4,8.0,7.132040125361281e-06,1.1324890436811743e-05,-8.107052782826064e-05,1594226559.2316337
5,8.0,6.681417829944515e-06,1.1539378272953584e-05,-8.101021259191511e-05,1594226559.2414095
6,8.0,6.244218992274058e-06,1.1408164831547772e-05,-8.125797732284774e-05,1594226559.2511857
7,8.0,5.307543980185722e-06,1.1401033654728699e-05,-8.125945430605892e-05,1594226559.2609618
8,8.0,5.610431477390363e-06,1.132541842458609e-05,-8.12669428642585e-05,1594226559.2707381
9,8.0,4.971208791302364e-06,1.082372499234147e-05,-8.140334829333886e-05,1594226559.280514
10,8.0,5.027629411933329e-06,1.0791995937734527e-05,-8.144066895898412e-05,1594226559.29029
11,8.0,4.840628855242989e-06,1.0168567940434941e-05,-8.150974281548966e-05,1594226559.3000662
12,8.0,4.815711820693152e-06,1.0051420965204633e-05,-8.149887778752471e-05,1594226559.3098426
13,8.0,4.743409790325607e-06,9.672321175450852e-06,-8.136923660939617e-05,1594226559.3196185
14,8.0,4.742892024848707e-06,9.363367439932378e-06,-8.117745483525851e-05,1594226559.3293946
15,8.0,4.785892679796363e-06,9.214982643761643e-06,-8.088590657075226e-05,1594226559.3391707
16,8.0,4.760562863307086e-06,8.923928567794863e-06,-8.046647040451726e-05,1594226559.3489466
17,8.0,4.757654798740919e-06,8.991551676268936e-06,-8.015618501203518e-05,1594226559.3587232
18,8.0,4.752532547395812e-06,8.699611142058798e-06,-7.950086973706233e-05,1594226559.368499
19,8.0,4.730849232633942e-06,8.852782704836402e-06,-7.930542970552724e-05,1594226559.3782752
20,8.0,4.7433634116971205e-06,8.678363255209777e-06,-7.813276946691827e-05,1594226559.3880513
21,8.0,4.723731522435787e-06,8.799568668403858e-06,-7.83424557056288e-05,1594226559.3978276
22,8.0,4.751852282357263e-06,8.66743844601415e-06,-7.675997461016617e-05,1594226559.4076035
23,8.0,4.743072323876869e-06,8.757868408259925e-06,-7.719319317775944e-05,1594226559.4173794
24,,,,,1594226559.4271555
25,8.0,5.6759668297708426e-06,1.0351760306719922e-05,-8.116145677659564e-05,1594226559.4369318
26,8.0,5.515415741050313e-06,9.229307482480156e-06,-7.668249438988516e-05,1594226559.446708
27,8.0,5.201995104460386e-06,8.999810308827397e-06,-7.71288075462038e-05,1594226559.456484
28,8.0,8.076773568194934e-06,1.1611613949450035e-05,-8.137871169375077e-05,1594226559.4662602
29,8.0,5.189987955193822e-06,9.953468981380868e-06,-8.083406679140664e-05,1594226559.4760365
30,8.0,6.1883831567715405e-06,1.0024046042965431e-05,-7.78334183783466e-05,1594226559.4858124
31,8.0,5.143513605335787e-06,1.1513676237350504e-05,-8.158933362465501e-05,1594226559.4955885
32,8.0,5.462337813650518e-06,1.022887337301072e-05,-8.107917807936225e-05,1594226559.5053651
33,8.0,5.992446703548215e-06,9.74665521593476e-06,-7.747507951734612e-05,1594226559.5151408
34,8.0,5.0066004832271e-06,1.103360771940647e-05,-8.14425359592866e-05,1594226559.524917
35,8.0,4.801764938684566e-06,9.396110703668988e-06,-8.001779988147742e-05,1594226559.534693
36,8.0,6.239391409135385e-06,1.0525807748933948e-05,-7.885421145338959e-05,1594226559.5444686
37,8.0,4.636252710996899e-06,9.952307801002216e-06,-8.142893568217462e-05,1594226559.5542452
38,8.0,4.862571293210818e-06,9.536565060329089e-06,-8.027678942583105e-05,1594226559.5640213
39,8.0,6.232295476427699e-06,1.043354652925888e-05,-7.856281973060816e-05,1594226559.5737975
40,8.0,4.621040456292903e-06,9.668393856191004e-06,-8.117856887035862e-05,1594226559.5835733
41,8.0,4.7447218280169945e-06,8.932588355347508e-06,-7.864810206013978e-05,1594226559.5933495
42,8.0,6.2130486696130154e-06,1.0830051059536097e-05,-8.040077138713828e-05,1594226559.6031258
43,8.0,4.72333226788058e-06,9.094651370366822e-06,-7.923927745933024e-05,1594226559.612902
44,8.0,4.7447218280169945e-06,8.932588355347508e-06,-7.864810206013978e-05,1594226559.622678
45,8.0,6.2130486696130154e-06,1.0830051059536097e-05,-8.040077138713828e-05,1594226559.6324544
46,8.0,4.643561039668449e-06,9.050633252166389e-06,-7.766330270297775e-05,1594226559.6422305
47,8.0,4.946102356202898e-06,8.88002280507265e-06,-7.712312203949753e-05,1594226559.6520064
48,8.0,5.7418243416050025e-06,1.0667357869545973e-05,-8.138720435813794e-05,1594226559.6617825
49,8.0,5.4235064849994075e-06,9.362808860756734e-06,-7.690325604412962e-05,1594226559.6715586
50,8.0,4.746869315351529e-06,8.744531422292415e-06,-7.712687567909058e-05,1594226559.6813347
51,8.0,6.00339629381888e-06,1.0795625710348766e-05,-8.144436997407395e-05,1594226559.6911108
52,8.0,6.096029046513433e-06,9.721395000405972e-06,-7.795082252984271e-05,1594226559.700887
53,8.0,7.7736452125133e-06,1.1337160373065175e-05,-8.176463679102173e-05,1594226559.710663
54,8.0,5.462337813650518e-06,1.022887337301072e-05,-8.107917807936225e-05,1594226559.7204392
55,8.0,5.992446703548215e-06,9.74665521593476e-06,-7.747507951734612e-05,1594226559.7302153
56,8.0,4.8300574519364e-06,9.957323091841794e-06,-8.05462597266088e-05,1594226559.7399914
57,8.0,6.551822536930612e-06,1.055439314794332e-05,-7.923486798497493e-05,1594226559.7497675
58,8.0,4.718397695856295e-06,1.0590550434094946e-05,-8.18019100829326e-05,1594226559.7595437
59,8.0,5.253113586081283e-06,1.0082960087264364e-05,-8.100939194652444e-05,1594226559.7693198
60,8.0,6.094726103548216e-06,9.883955615862264e-06,-7.766976205777267e-05,1594226559.7790961
61,8.0,4.730490128491216e-06,9.837505702193565e-06,-8.024751342399121e-05,1594226559.788872
62,8.0,6.580336654858756e-06,1.0636506237337257e-05,-7.95811296463441e-05,1594226559.798648
63,8.0,4.868099454107073e-06,9.740465133915518e-06,-8.167572336051705e-05,1594226559.8084242
64,8.0,4.779999099687322e-06,9.261443632047327e-06,-7.970726576473825e-05,1594226559.8182006
65,8.0,6.221976853051082e-06,1.060754560463575e-05,-7.924458019056314e-05,1594226559.8279765
66,8.0,4.679904390622245e-06,9.231168265051486e-06,-7.801148677513457e-05,1594226559.8377526
67,8.0,6.633885100066752e-06,1.1013316522782925e-05,-8.163950127506998e-05,1594226559.8475287
68,8.0,4.845055171807976e-06,9.408122890367965e-06,-7.834667132422674e-05,1594226559.8573046
69,8.0,4.7421382707489686e-06,9.01541285221492e-06,-7.901278829917374e-05,1594226559.8670812
70,8.0,6.202477393790414e-06,1.0751086924957584e-05,-7.994854630079837e-05,1594226559.876857
71,8.0,4.9660045767565385e-06,9.222047159346297e-06,-7.797208968509501e-05,1594226559.8866332
72,8.0,6.11039342667021e-06,1.0783008490703906e-05,-8.169082309158398e-05,1594226559.8964093
73,8.0,5.276025383509123e-06,9.666845408647381e-06,-7.635187813662116e-05,1594226559.9061856
74,8.0,4.746869315351529e-06,8.744531422292415e-06,-7.712687567909058e-05,1594226559.9159615
75,8.0,6.00339629381888e-06,1.0795625710348766e-05,-8.144436997407395e-05,1594226559.9257374
76,8.0,6.096029046513433e-06,9.721395000405972e-06,-7.795082252984271e-05,1594226559.9355135
77,8.0,5.1110340219142775e-06,1.0324731165895754e-05,-8.115254076925381e-05,1594226559.94529
78,8.0,6.8000706569826046e-06,1.0649391764384247e-05,-7.832778512027052e-05,1594226559.955066
79,8.0,5.429611300483532e-06,9.113972114177766e-06,-7.710930853537337e-05,1594226559.964842
80,8.0,5.289075730585141e-06,1.0441809499866421e-05,-8.127281500184907e-05,1594226559.9746182
81,8.0,6.483498817961978e-06,1.0050439751193439e-05,-7.827770021903073e-05,1594226559.9843946
82,8.0,4.882233525310707e-06,9.997657469152537e-06,-8.037361397547873e-05,1594226559.9941704
83,8.0,6.705582077858632e-06,1.1120135503020564e-05,-7.955191302514003e-05,1594226560.0039465
84,8.0,4.5798482618722654e-06,1.0807265642607746e-05,-8.178818316344086e-05,1594226560.0137227
85,8.0,5.189987955193822e-06,9.953468981380868e-06,-8.083406679140664e-05,1594226560.0234988
86,8.0,6.1883831567715405e-06,1.0024046042965431e-05,-7.78334183783466e-05,1594226560.033275
87,8.0,4.681562084388368e-06,9.711842372679114e-06,-7.994318066939557e-05,1594226560.043051
88,8.0,6.58016436704461e-06,1.072347026555221e-05,-7.995829511509036e-05,1594226560.0528276
89,8.0,4.916341566918385e-06,9.574293073635198e-06,-7.811581472000094e-05,1594226560.0626032
