id,label,magnetic field x-axis [T],magnetic field y-axis [T],magnetic field z-axis [T],time [s]
0,8.0,3.5067209999999994e-07,-1.057861e-05,-9.222676e-05,1594227481.139649
1,8.0,-2.8561982231284053e-07,-1.075214805654098e-05,-9.263167553377465e-05,1594227481.149425
2,8.0,-1.009305098232063e-06,-1.0657164307157677e-05,-9.265364632211357e-05,1594227481.1592011
3,8.0,-1.5219732561668655e-06,-1.0637314079773193e-05,-9.243346318281331e-05,1594227481.1689773
4,8.0,-1.5770644833338215e-06,-1.0806999988969649e-05,-9.242703999116193e-05,1594227481.1787536
5,8.0,-1.5234847123421642e-06,-1.117203631862973e-05,-9.217484000561688e-05,1594227481.1885295
6,8.0,-1.6316153180600786e-06,-1.132373145414474e-05,-9.229515089149637e-05,1594227481.1983054
7,8.0,-1.7691598366507116e-06,-1.2147327789263827e-05,-9.225682157116625e-05,1594227481.2080815
8,8.0,-1.727436974955074e-06,-1.1964356698937995e-05,-9.225378725554599e-05,1594227481.2178578
9,8.0,-1.617099904083231e-06,-1.2896327952473293e-05,-9.219925113115765e-05,1594227481.227634
10,8.0,-1.6596909176541908e-06,-1.2404529129657094e-05,-9.205186000730767e-05,1594227481.23741
11,8.0,-1.6669034964298727e-06,-1.3177263801407638e-05,-9.169551392029854e-05,1594227481.2471864
12,8.0,-1.6737022592082524e-06,-1.2744132264113665e-05,-9.157301700607655e-05,1594227481.2569625
13,8.0,-1.6655333802265516e-06,-1.3246510107683803e-05,-9.015254614948404e-05,1594227481.2667384
14,8.0,-1.6950985787557001e-06,-1.3050592606992351e-05,-9.072323897883976e-05,1594227481.2765145
15,8.0,-1.6163180529206837e-06,-1.3189543646653277e-05,-8.904562539397475e-05,1594227481.2862904
16,8.0,-1.6270198778476433e-06,-1.3161823492076819e-05,-8.962580865688323e-05,1594227481.2960668
17,8.0,-1.6099120601176052e-06,-1.321217362895162e-05,-8.785293649354166e-05,1594227481.3058429
18,8.0,-1.6367455114693977e-06,-1.3239286610601819e-05,-8.828773792305363e-05,1594227481.315619
19,8.0,-1.2443331212534374e-06,-1.3104250863945203e-05,-8.713800715841396e-05,1594227481.3253946
20,8.0,-1.3497986074463515e-06,-1.3119598379289614e-05,-8.790636916164588e-05,1594227481.3351712
21,8.0,-6.30065608563209e-07,-1.2826031136661573e-05,-8.7816227779962e-05,1594227481.3449473
22,8.0,-4.616608092295993e-07,-1.2747765843522874e-05,-8.827492186395039e-05,1594227481.3547235
23,8.0,-1.1068080899857081e-08,-1.2459536883499064e-05,-8.851399925872673e-05,1594227481.3644993
24,8.0,3.359310366449661e-08,-1.2372777371153046e-05,-8.871015108193256e-05,1594227481.3742757
25,8.0,1.3678989635393212e-07,-1.2148408915984996e-05,-8.907938987561826e-05,1594227481.3840518
26,,,,,1594227481.393828
