id,label,magnetic field x-axis [T],magnetic field y-axis [T],magnetic field z-axis [T],time [s]
0,,,,,1594226998.9794474
1,8.0,-1.4611340000000004e-06,-1.2273519999999997e-05,-9.164232e-05,1594226998.989223
2,8.0,-2.2833992269396047e-06,-1.272077303521894e-05,-9.027656183117558e-05,1594226998.998999
3,8.0,-2.380981219605202e-06,-1.294033374987604e-05,-8.978815655730557e-05,1594226999.0087752
4,8.0,-2.000879080895863e-06,-1.2722037769357677e-05,-8.93708190952426e-05,1594226999.0185509
5,8.0,-1.9361847333943093e-06,-1.2561385792329683e-05,-8.842211162533804e-05,1594226999.0283275
6,8.0,-1.9847164121344814e-06,-1.2465566497713178e-05,-8.815823809302612e-05,1594226999.0381036
7,8.0,-2.2053054756091462e-06,-1.2532443798478388e-05,-8.724178104017336e-05,1594226999.0478795
8,8.0,-2.2496170038366957e-06,-1.2579835937558001e-05,-8.662424661879798e-05,1594226999.0576556
9,8.0,-2.3676379643045033e-06,-1.2546521533914479e-05,-8.733969710829768e-05,1594226999.067432
10,8.0,-1.6298092794306815e-06,-1.2228415676991584e-05,-8.813082040503183e-05,1594226999.077208
11,8.0,-7.600782140377941e-07,-1.18428869211262e-05,-8.91891383008653e-05,1594226999.0869842
12,8.0,3.4892262550405085e-07,-1.1346413039719046e-05,-9.049182629324346e-05,1594226999.0967605
13,8.0,1.5173626897256466e-07,-1.134128444435863e-05,-9.040291630126099e-05,1594226999.1065366
14,8.0,1.2921694854332995e-06,-1.0605892708481328e-05,-9.269599681456177e-05,1594226999.1163125
15,8.0,4.102119756934342e-07,-1.0982415208861016e-05,-9.129746790018612e-05,1594226999.1260884
16,8.0,1.7189188942209827e-06,-1.0048226303505421e-05,-9.355934080421386e-05,1594226999.1358647
17,8.0,2.0660178717956038e-07,-1.0662628859469216e-05,-9.197752760707755e-05,1594226999.1456409
18,8.0,3.4418572094539306e-07,-9.97910589117942e-06,-9.345236090319955e-05,1594226999.155417
19,8.0,-1.8478853865035597e-07,-1.0439664993419735e-05,-9.259269357477556e-05,1594226999.165193
20,8.0,-9.207868731109174e-07,-1.0026162566950829e-05,-9.346520785621821e-05,1594226999.1749694
21,8.0,-4.74666916921712e-07,-1.0411320931105224e-05,-9.31115599862561e-05,1594226999.1847453
22,,,,,1594226999.1945214
23,8.0,-7.132409565203568e-07,-1.1848234152896793e-05,-9.001546991634288e-05,1594226999.2042975
24,8.0,-2.1540547257909452e-06,-1.07654387492493e-05,-9.342815535866911e-05,1594226999.2140734
25,8.0,-7.96793766135103e-07,-1.0439837863532369e-05,-9.346486130916296e-05,1594226999.2238498
26,8.0,-2.6147254008769476e-06,-1.2613353226324657e-05,-9.234018564516096e-05,1594226999.233626
27,8.0,-3.246798685792898e-07,-1.144951529492479e-05,-9.042731268078794e-05,1594226999.243402
28,8.0,-2.739937461456985e-06,-1.1486318321571958e-05,-9.282752020991609e-05,1594226999.253178
29,8.0,-1.632273042826902e-06,-1.083117872290759e-05,-9.33578055561064e-05,1594226999.2629542
30,8.0,-3.07445228184364e-06,-1.2227861495924306e-05,-8.981654975566053e-05,1594226999.2727304
31,8.0,-2.9139347059391156e-07,-1.103598919474984e-05,-9.104745865321355e-05,1594226999.2825065
32,8.0,-2.8546887387322057e-06,-1.1869350992685113e-05,-9.154373484809135e-05,1594226999.2922823
33,8.0,-2.4614277823388823e-06,-1.2346671282933112e-05,-8.590481270118196e-05,1594226999.3020587
34,8.0,-4.624620853925008e-07,-1.1598871128829628e-05,-9.024021167157646e-05,1594226999.3118348
35,8.0,-2.6501394613073863e-06,-1.1437143936791606e-05,-9.270082710440445e-05,1594226999.321611
36,8.0,-1.4543786911550982e-06,-1.1723492661575697e-05,-8.788552791737244e-05,1594226999.3313868
37,8.0,-4.1290307366492994e-07,-1.0554262756058115e-05,-9.227585523102831e-05,1594226999.3411634
38,8.0,-2.7713874199233536e-06,-1.2259985620561482e-05,-9.004211834049709e-05,1594226999.3509393
39,8.0,2.4487740763856458e-06,-9.919770154239247e-06,-9.376552614110077e-05,1594226999.3607154
40,8.0,-3.5146166049893066e-07,-1.0913161113537244e-05,-9.131485784545912e-05,1594226999.3704915
41,8.0,-2.828604399444483e-06,-1.1974830166434527e-05,-9.118760105415967e-05,1594226999.3802676
42,8.0,3.27431579600575e-07,-1.0362820841770604e-05,-9.207859475988271e-05,1594226999.3900435
43,8.0,-7.96793766135103e-07,-1.0439837863532369e-05,-9.346486130916296e-05,1594226999.3998199
44,8.0,-1.59068903109504e-06,-1.180997919201476e-05,-8.97119881263288e-05,1594226999.4095962
45,8.0,-1.0009383552838136e-06,-9.871406441533942e-06,-9.355424703652144e-05,1594226999.419372
46,8.0,-4.4669984269044007e-07,-1.0466275688040128e-05,-9.266883382486822e-05,1594226999.4291482
47,8.0,-2.7327197173280236e-06,-1.2272386719340445e-05,-8.961743807456297e-05,1594226999.4389243
48,8.0,-6.754442816911108e-07,-1.028258357655555e-05,-9.354375877204633e-05,1594226999.4487007
49,,,,,1594226999.4584765
50,8.0,-7.132409565203568e-07,-1.1848234152896793e-05,-9.001546991634288e-05,1594226999.4682527
51,8.0,-2.3090140744976258e-06,-1.1220410180150844e-05,-9.303105370159e-05,1594226999.4780288
52,8.0,-5.660904894844684e-07,-1.1029654026473725e-05,-9.033432514295193e-05,1594226999.4878054
53,8.0,-2.5268221968893136e-06,-1.1317141832679304e-05,-9.274536217176767e-05,1594226999.497581
54,8.0,-1.3441614229516642e-06,-1.0699654350207001e-05,-9.337618805674506e-05,1594226999.5073571
55,8.0,-1.1362277267205229e-06,-1.1568007172029413e-05,-8.982950078122665e-05,1594226999.5171332
56,8.0,-2.1770490982976606e-06,-1.0978610184445269e-05,-9.306542664461221e-05,1594226999.5269096
57,8.0,-2.925589999099483e-06,-1.2381948368544686e-05,-8.770785387928366e-05,1594226999.5366855
58,8.0,-2.9139347059391156e-07,-1.103598919474984e-05,-9.104745865321355e-05,1594226999.5464616
59,8.0,-2.8546887387322057e-06,-1.1869350992685113e-05,-9.154373484809135e-05,1594226999.5562375
60,8.0,-2.666731599120888e-07,-1.0347430599720854e-05,-9.205037909663934e-05,1594226999.5660136
61,8.0,-2.812506456489742e-06,-1.2184371528891345e-05,-8.989993091295111e-05,1594226999.57579
62,8.0,2.8484083592536017e-06,-1.026866394151122e-05,-9.375408425501617e-05,1594226999.585566
63,8.0,-2.496734328299624e-07,-1.1293095944202432e-05,-9.061089740874396e-05,1594226999.5953422
64,8.0,-2.8500444770590735e-06,-1.1633373321136833e-05,-9.220159619145277e-05,1594226999.6051185
65,8.0,-3.2683033890464954e-07,-1.0553253596904107e-05,-9.136389341223475e-05,1594226999.6148946
66,8.0,-2.8013157298464133e-06,-1.2021375820030948e-05,-9.07212398786604e-05,1594226999.6246705
67,8.0,1.0689797576490631e-06,-1.0308882092154452e-05,-9.277595573466653e-05,1594226999.6344464
68,8.0,-4.916172836644973e-07,-1.0368294633976e-05,-9.351504753022866e-05,1594226999.6442227
69,8.0,-2.143207611387582e-06,-1.2073493520276879e-05,-8.966189466490747e-05,1594226999.6539989
70,8.0,-1.2332447778758353e-06,-1.0501083967623073e-05,-9.347903256046739e-05,1594226999.663775
71,8.0,-9.474310302531201e-07,-1.1570064105270713e-05,-9.001889116763793e-05,1594226999.673551
72,8.0,-2.061328056842283e-06,-1.0534156114338434e-05,-9.329674924231277e-05,1594226999.6833274
73,8.0,-4.74666916921712e-07,-1.0411320931105224e-05,-9.31115599862561e-05,1594226999.6931033
74,8.0,-2.4300120427851685e-06,-1.2175987987477474e-05,-8.963859432260004e-05,1594226999.7028794
75,8.0,-9.443775014863747e-07,-1.0404224565305093e-05,-9.350389881806153e-05,1594226999.7126555
76,8.0,-1.1579510058950608e-06,-1.1688591391813657e-05,-9.001056104308947e-05,1594226999.7224314
77,8.0,-2.177559894959315e-06,-1.116419422483731e-05,-9.305887303977311e-05,1594226999.7322078
78,8.0,-2.688486e-06,-1.2790283936124298e-05,-9.051632357826212e-05,1594226999.741984
79,8.0,-5.994755981497101e-07,-1.1714487006783608e-05,-9.010300252602883e-05,1594226999.75176
80,8.0,-2.491253184709268e-06,-1.1325944679775173e-05,-9.289426958182255e-05,1594226999.761536
81,8.0,-5.07684826648949e-07,-1.0910151202668313e-05,-9.049855670190254e-05,1594226999.7713122
82,8.0,-2.6472754311813764e-06,-1.1611293235261225e-05,-9.18100644443428e-05,1594226999.7810886
83,8.0,-2.7793466951711134e-07,-1.064811457555509e-05,-9.178475642691396e-05,1594226999.7908645
84,8.0,-2.7793478369631143e-06,-1.2335910275171091e-05,-9.046748929793385e-05,1594226999.8006403
85,8.0,-1.908959765351282e-06,-1.2767705946260775e-05,-9.290122848970411e-05,1594226999.8104167
86,8.0,-4.624620853925008e-07,-1.1598871128829628e-05,-9.024021167157646e-05,1594226999.8201928
87,8.0,-2.6501394613073863e-06,-1.1437143936791606e-05,-9.270082710440445e-05,1594226999.829969
88,8.0,-4.34628126648949e-07,-1.0807712768719311e-05,-9.077145764644932e-05,1594226999.8397448
89,8.0,-2.695986491027478e-06,-1.1737010879788005e-05,-9.150078717414514e-05,1594226999.8495214
90,8.0,-2.802126081660001e-07,-1.0555464194616386e-05,-9.215828897707866e-05,1594226999.8592973
91,8.0,-2.781894237127447e-06,-1.2428517396978253e-05,-9.003701460097956e-05,1594226999.8690734
92,8.0,9.870096135854714e-07,-1.0388884969212985e-05,-9.39941542325039e-05,1594226999.8788495
93,8.0,-4.4669984269044007e-07,-1.0466275688040128e-05,-9.266883382486822e-05,1594226999.8886256
94,8.0,-2.7327197173280236e-06,-1.2272386719340445e-05,-8.961743807456297e-05,1594226999.8984015
95,8.0,-6.754442816911108e-07,-1.028258357655555e-05,-9.354375877204633e-05,1594226999.9081779
96,8.0,-1.4004057200393576e-06,-1.1774507674365352e-05,-9.002137484045605e-05,1594226999.917954
97,8.0,-1.9456836495901674e-06,-1.1029538579661894e-05,-9.310778376750268e-05,1594226999.92773
98,8.0,-9.178969470004011e-07,-1.18416609311677e-05,-9.032977046950575e-05,1594226999.9375062
99,8.0,-2.6755673143559835e-06,-1.0906261135171408e-05,-9.36781292987064e-05,1594226999.9472823
100,8.0,-4.916172836644973e-07,-1.0368294633976e-05,-9.351504753022866e-05,1594226999.957059
101,8.0,-2.143207611387582e-06,-1.2073493520276879e-05,-8.966189466490747e-05,1594226999.9668345
102,8.0,-1.2332447778758353e-06,-1.0501083967623073e-05,-9.347903256046739e-05,1594226999.9766107
103,8.0,-9.474310302531201e-07,-1.1570064105270713e-05,-9.001889116763793e-05,1594226999.9863868
104,8.0,-2.396719405453149e-06,-1.1295164680646469e-05,-9.297291584059617e-05,1594226999.9961634
105,8.0,-6.660278137260782e-07,-1.15676110864015e-05,-9.059236942355109e-05,1594227000.005939
106,8.0,-2.885490973120847e-06,-1.1790199919103206e-05,-9.22564980648693e-05,1594227000.0157151
107,8.0,-2.651422802436555e-06,-1.2741755748572205e-05,-8.687165871814729e-05,1594227000.0254912
108,8.0,-4.624620853925008e-07,-1.1598871128829628e-05,-9.024021167157646e-05,1594227000.0352676
109,8.0,-2.6501394613073863e-06,-1.1437143936791606e-05,-9.270082710440445e-05,1594227000.0450435
110,8.0,-4.34628126648949e-07,-1.0807712768719311e-05,-9.077145764644932e-05,1594227000.0548196
111,8.0,-2.695986491027478e-06,-1.1737010879788005e-05,-9.150078717414514e-05,1594227000.0645955
112,8.0,-2.802126081660001e-07,-1.0555464194616386e-05,-9.215828897707866e-05,1594227000.0743716
113,8.0,-2.781894237127447e-06,-1.2428517396978253e-05,-9.003701460097956e-05,1594227000.084148
114,8.0,-7.536407123801869e-07,-1.063521847230411e-05,-9.387855519554187e-05,1594227000.093924
115,8.0,-2.179027119630862e-06,-1.2407799083984295e-05,-8.992663732002525e-05,1594227000.1037002
116,8.0,1.345857870261679e-06,-1.0204238738072383e-05,-9.320072128908738e-05,1594227000.1134765
117,8.0,-2.9139347059391156e-07,-1.103598919474984e-05,-9.104745865321355e-05,1594227000.1232526
118,8.0,-2.8546887387322057e-06,-1.1869350992685113e-05,-9.154373484809135e-05,1594227000.1330285
119,8.0,-2.666731599120888e-07,-1.0347430599720854e-05,-9.205037909663934e-05,1594227000.1428044
120,8.0,-2.812506456489742e-06,-1.2184371528891345e-05,-8.989993091295111e-05,1594227000.1525807
121,8.0,-5.439982682725069e-07,-1.0476025031585975e-05,-9.332903425541013e-05,1594227000.1623569
122,8.0,-2.1165249294233107e-06,-1.2413791679164155e-05,-8.999699946272967e-05,1594227000.172133
123,8.0,-1.7107375126366934e-06,-1.0882432213544e-05,-9.354663873855973e-05,1594227000.181909
124,8.0,-1.0847643312139142e-06,-1.1982280327799148e-05,-9.006289138182127e-05,1594227000.1916852
125,8.0,-9.827190114078514e-07,-1.0631748704189367e-05,-9.228311671057638e-05,1594227000.2014613
126,8.0,-7.96793766135103e-07,-1.0439837863532369e-05,-9.346486130916296e-05,1594227000.2112374
127,8.0,-1.59068903109504e-06,-1.180997919201476e-05,-8.97119881263288e-05,1594227000.2210135
128,8.0,-1.7843502784810102e-06,-1.0745209289129927e-05,-9.331064094336288e-05,1594227000.2307894
129,8.0,-5.872254341658735e-07,-1.13508164592004e-05,-9.0163888319223e-05,1594227000.2405658
130,8.0,-2.66856651313993e-06,-1.1534981701251366e-05,-9.267323672195093e-05,1594227000.250342
131,8.0,-6.049243181395653e-07,-1.1314711702218621e-05,-9.101507801095374e-05,1594227000.260118
132,8.0,-2.8959560567615056e-06,-1.2042697221676724e-05,-9.159029692969918e-05,1594227000.269894
133,8.0,-3.9356476174951055e-07,-1.0859605677358513e-05,-9.18957565642424e-05,1594227000.2796702
134,8.0,2.6250991289296575e-06,-1.0412321912516305e-05,-8.608912019083395e-05,1594227000.2894466
135,,,,,1594227000.2992225
136,8.0,-7.132409565203568e-07,-1.1848234152896793e-05,-9.001546991634288e-05,1594227000.3089983
137,8.0,-2.3090140744976258e-06,-1.1220410180150844e-05,-9.303105370159e-05,1594227000.3187747
138,8.0,-5.660904894844684e-07,-1.1029654026473725e-05,-9.033432514295193e-05,1594227000.3285508
139,8.0,-2.582243386531989e-06,-1.1470645658082102e-05,-9.209337457067817e-05,1594227000.338327
140,8.0,-2.8894222416859853e-07,-1.073651273544988e-05,-9.147190349607943e-05,1594227000.348103
141,8.0,-2.7987825622866464e-06,-1.2212232140048016e-05,-9.088235686200352e-05,1594227000.3578794
142,8.0,-7.117865241475443e-07,-1.0728511149750274e-05,-9.311931994057639e-05,1594227000.3676553
143,8.0,-2.7552444086855652e-06,-1.2520542372311343e-05,-8.9916124024212e-05,1594227000.3774314
144,8.0,-9.877586572710662e-08,-1.0495680770559681e-05,-9.265190530066929e-05,1594227000.3872075
145,8.0,5.086218099896178e-06,-9.078980708389814e-06,-8.340808317504141e-05,1594227000.3969836
