id,amplitude,label,time [s]
0,25.0,8.0,1594226998.9794474
1,21.6026,8.0,1594226998.989223
2,-6.443,8.0,1594226998.998999
3,-12.39,8.0,1594226999.0087752
4,-33.99,8.0,1594226999.0185509
5,-4.35,8.0,1594226999.0283275
6,5.8636,8.0,1594226999.0381036
7,-16.44,8.0,1594226999.0478795
8,-31.59,8.0,1594226999.0576556
9,-2.94,8.0,1594226999.067432
10,7.09,8.0,1594226999.077208
11,13.92,8.0,1594226999.0869842
12,9.93,8.0,1594226999.0967605
13,-0.85,8.0,1594226999.1065366
14,-7.99,8.0,1594226999.1163125
15,3.47,8.0,1594226999.1260884
16,-2.32,8.0,1594226999.1358647
17,-10.64,8.0,1594226999.1456409
18,-5.67,8.0,1594226999.155417
19,11.38,8.0,1594226999.165193
20,-1.51,8.0,1594226999.1749694
21,5.31,8.0,1594226999.1847453
22,15.61,8.0,1594226999.1945214
23,11.8,8.0,1594226999.2042975
24,-19.77,8.0,1594226999.2140734
25,-29.45,8.0,1594226999.2238498
26,-1.75,8.0,1594226999.233626
27,7.35,8.0,1594226999.243402
28,14.0,8.0,1594226999.253178
29,9.82,8.0,1594226999.2629542
30,-2.15,8.0,1594226999.2727304
31,-7.93,8.0,1594226999.2825065
32,4.28,8.0,1594226999.2922823
33,-3.13,8.0,1594226999.3020587
34,-10.87,8.0,1594226999.3118348
35,-4.72,8.0,1594226999.321611
36,11.85,8.0,1594226999.3313868
37,-2.81,8.0,1594226999.3411634
38,6.84,8.0,1594226999.3509393
39,15.9,8.0,1594226999.3607154
40,10.46,8.0,1594226999.3704915
41,4.3,8.0,1594226999.3802676
42,9.14,8.0,1594226999.3900435
43,5.94,8.0,1594226999.3998199
44,6.43,8.0,1594226999.4095962
45,8.68,8.0,1594226999.419372
46,-23.11,8.0,1594226999.4291482
47,4.91,8.0,1594226999.4389243
48,21.87,8.0,1594226999.4487007
49,11.95,8.0,1594226999.4584765
50,-7.73,8.0,1594226999.4682527
51,-8.66,8.0,1594226999.4780288
52,-11.45,8.0,1594226999.4878054
53,4.77,8.0,1594226999.497581
54,31.24,8.0,1594226999.5073571
55,4.66,8.0,1594226999.5171332
56,-20.43,8.0,1594226999.5269096
57,3.58,8.0,1594226999.5366855
58,17.35,8.0,1594226999.5464616
59,-4.7,8.0,1594226999.5562375
60,-7.57,8.0,1594226999.5660136
61,-8.59,8.0,1594226999.57579
62,-11.8,8.0,1594226999.585566
63,4.37,8.0,1594226999.5953422
64,4.94,8.0,1594226999.6051185
65,-15.34,8.0,1594226999.6148946
66,-14.12,8.0,1594226999.6246705
67,-19.2,8.0,1594226999.6344464
68,-32.33,8.0,1594226999.6442227
69,-29.52,8.0,1594226999.6539989
70,9.31,8.0,1594226999.663775
71,11.99,8.0,1594226999.673551
72,-3.13,8.0,1594226999.6833274
73,-5.17,8.0,1594226999.6931033
74,9.09,8.0,1594226999.7028794
75,13.82,8.0,1594226999.7126555
76,2.22,8.0,1594226999.7224314
77,-15.29,8.0,1594226999.7322078
78,-26.33,8.0,1594226999.741984
79,-9.23,8.0,1594226999.75176
80,20.25,8.0,1594226999.761536
81,5.18,8.0,1594226999.7713122
82,-10.74,8.0,1594226999.7810886
83,5.34,8.0,1594226999.7908645
84,-14.19,8.0,1594226999.8006403
85,-23.28,8.0,1594226999.8104167
86,-3.62,8.0,1594226999.8201928
87,2.97,8.0,1594226999.829969
88,-9.23,8.0,1594226999.8397448
89,10.5,8.0,1594226999.8495214
90,5.1,8.0,1594226999.8592973
91,13.13,8.0,1594226999.8690734
92,22.02,8.0,1594226999.8788495
93,3.71,8.0,1594226999.8886256
94,-14.93,8.0,1594226999.8984015
95,-13.85,8.0,1594226999.9081779
96,-11.31,8.0,1594226999.917954
97,-7.46,8.0,1594226999.92773
98,15.4479,8.0,1594226999.9375062
99,-20.24,8.0,1594226999.9472823
100,-29.07,8.0,1594226999.957059
101,-1.66,8.0,1594226999.9668345
102,7.48,8.0,1594226999.9766107
103,13.89,8.0,1594226999.9863868
104,9.79,8.0,1594226999.9961634
105,-2.38,8.0,1594227000.005939
106,-7.85,8.0,1594227000.0157151
107,4.44,8.0,1594227000.0254912
108,-3.22,8.0,1594227000.0352676
109,-11.01,8.0,1594227000.0450435
110,-4.56,8.0,1594227000.0548196
111,11.87,8.0,1594227000.0645955
112,-2.95,8.0,1594227000.0743716
113,7.0,8.0,1594227000.084148
114,16.06,8.0,1594227000.093924
115,10.33,8.0,1594227000.1037002
116,4.21,8.0,1594227000.1134765
117,9.24,8.0,1594227000.1232526
118,5.86,8.0,1594227000.1330285
119,6.51,8.0,1594227000.1428044
120,8.41,8.0,1594227000.1525807
121,-23.12,8.0,1594227000.1623569
122,5.24,8.0,1594227000.172133
123,22.0,8.0,1594227000.181909
124,11.71,8.0,1594227000.1916852
125,-7.85,8.0,1594227000.2014613
126,-8.69,8.0,1594227000.2112374
127,-11.36,8.0,1594227000.2210135
128,5.06,8.0,1594227000.2307894
129,31.41,8.0,1594227000.2405658
130,4.08,8.0,1594227000.250342
131,-20.36,8.0,1594227000.260118
132,3.76,8.0,1594227000.269894
133,17.45,8.0,1594227000.2796702
134,-5.02,8.0,1594227000.2894466
135,-7.45,8.0,1594227000.2992225
136,-8.69,8.0,1594227000.3089983
137,-11.7,8.0,1594227000.3187747
138,4.5,8.0,1594227000.3285508
139,4.88,8.0,1594227000.338327
140,-15.54,8.0,1594227000.348103
141,-13.97,8.0,1594227000.3578794
142,-19.4,8.0,1594227000.3676553
143,-32.36,8.0,1594227000.3774314
144,-29.43,8.0,1594227000.3872075
145,9.73,8.0,1594227000.3969836
146,11.73,8.0,1594227000.4067595
147,-3.22,8.0,1594227000.4165359
148,-5.01,8.0,1594227000.426312
149,8.98,8.0,1594227000.436088
150,13.78,8.0,1594227000.4458642
151,2.02,8.0,1594227000.4556403
152,-15.44,8.0,1594227000.4654164
153,-26.32,8.0,1594227000.4751925
154,-8.91,8.0,1594227000.4849687
155,20.39,8.0,1594227000.4947448
156,4.76,8.0,1594227000.5045214
157,-10.55,8.0,1594227000.514297
158,5.39,8.0,1594227000.5240731
159,-14.4,8.0,1594227000.5338492
160,-23.23,8.0,1594227000.5436256
161,-3.39,8.0,1594227000.5534015
162,2.89,8.0,1594227000.5631776
163,-9.18,8.0,1594227000.5729535
164,10.56,8.0,1594227000.5827296
165,5.01,8.0,1594227000.5925062
166,13.33,8.0,1594227000.602282
167,22.02,8.0,1594227000.6120582
168,3.34,8.0,1594227000.6218345
169,-15.02,8.0,1594227000.6316106
170,-13.87,8.0,1594227000.6413865
171,-11.43,8.0,1594227000.6511624
172,-7.19,8.0,1594227000.6609387
173,15.51,8.0,1594227000.6707149
174,7.11,8.0,1594227000.680491
175,-2.93,8.0,1594227000.690267
176,4.74,8.0,1594227000.7000432
177,11.57,8.0,1594227000.7098193
178,14.41,8.0,1594227000.7195954
179,12.59,8.0,1594227000.7293715
180,-2.96,8.0,1594227000.7391474
181,-16.47,8.0,1594227000.7489238
182,-10.67,8.0,1594227000.7587
183,6.04,8.0,1594227000.768476
184,-12.18,8.0,1594227000.778252
185,-40.75,8.0,1594227000.7880282
186,-16.19,8.0,1594227000.7978046
187,-5.06,8.0,1594227000.8075805
188,4.78,8.0,1594227000.8173563
189,10.35,8.0,1594227000.8271327
190,17.07,8.0,1594227000.8369088
191,8.19,8.0,1594227000.846685
192,10.79,8.0,1594227000.856461
193,3.61,8.0,1594227000.8662374
194,-12.05,8.0,1594227000.8760133
195,-15.17,8.0,1594227000.8857894
196,-6.81,8.0,1594227000.8955655
197,-6.92,8.0,1594227000.9053414
198,-23.43,8.0,1594227000.9151175
199,8.14,8.0,1594227000.9248939
200,18.76,8.0,1594227000.93467
201,2.99,8.0,1594227000.944446
202,-1.28,8.0,1594227000.9542222
203,20.53,8.0,1594227000.9639986
204,61.37,8.0,1594227000.9737744
205,70.22,8.0,1594227000.9835505
206,57.32,8.0,1594227000.9933267
207,37.79,8.0,1594227001.0031028
208,12.39,8.0,1594227001.012879
209,17.27,8.0,1594227001.022655
210,-14.36,8.0,1594227001.0324314
211,-47.08,8.0,1594227001.0422072
212,-65.35,8.0,1594227001.0519836
213,-51.17,8.0,1594227001.0617595
214,-12.13,8.0,1594227001.0715356
215,23.54,8.0,1594227001.0813115
216,1.72,8.0,1594227001.0910876
217,7.02,8.0,1594227001.1008642
218,22.07,8.0,1594227001.11064
219,11.31,8.0,1594227001.1204162
220,15.31,8.0,1594227001.1301925
221,-5.53,8.0,1594227001.1399686
222,-30.78,8.0,1594227001.1497445
223,-41.16,8.0,1594227001.1595206
224,-67.51,8.0,1594227001.1692967
225,-45.65,8.0,1594227001.1790724
226,10.04,8.0,1594227001.188849
227,24.8,8.0,1594227001.198625
228,19.49,8.0,1594227001.2084012
229,-0.51,8.0,1594227001.2181773
230,-9.92,8.0,1594227001.2279534
231,-34.8,8.0,1594227001.2377295
232,-13.21,8.0,1594227001.2475054
233,-14.6,8.0,1594227001.2572818
234,-16.7,8.0,1594227001.267058
235,-13.13,8.0,1594227001.276834
236,-14.74,8.0,1594227001.28661
237,-5.53,8.0,1594227001.2963862
238,-1.52,8.0,1594227001.3061626
239,-7.6,8.0,1594227001.3159385
240,10.92,8.0,1594227001.3257143
241,32.08,8.0,1594227001.3354907
242,17.29,8.0,1594227001.3452668
243,23.65,8.0,1594227001.355043
244,10.34,8.0,1594227001.364819
245,12.66,8.0,1594227001.3745954
246,9.88,8.0,1594227001.3843713
247,5.17,8.0,1594227001.3941474
248,-4.89,8.0,1594227001.4039235
249,-2.18,8.0,1594227001.4136994
250,-10.43,8.0,1594227001.4234755
251,9.75,8.0,1594227001.4332519
252,30.0,8.0,1594227001.443028
253,16.55,8.0,1594227001.4528039
254,-5.44,8.0,1594227001.4625802
255,-17.84,8.0,1594227001.4723566
256,3.51,8.0,1594227001.4821324
257,41.12,8.0,1594227001.4919086
258,12.65,8.0,1594227001.5016847
259,13.5,8.0,1594227001.5114608
260,-55.4,8.0,1594227001.521237
261,-70.38,8.0,1594227001.531013
262,-13.75,8.0,1594227001.5407894
263,35.44,8.0,1594227001.5505652
264,12.87,8.0,1594227001.5603414
265,-10.04,8.0,1594227001.5701175
266,-46.15,8.0,1594227001.5798936
267,-44.41,8.0,1594227001.5896695
268,-19.79,8.0,1594227001.5994458
269,36.66,8.0,1594227001.6092222
270,55.47,8.0,1594227001.618998
271,5.82,8.0,1594227001.6287742
272,-29.62,8.0,1594227001.6385505
273,-30.13,8.0,1594227001.6483266
274,-12.81,8.0,1594227001.6581025
275,16.99,8.0,1594227001.6678786
276,13.11,8.0,1594227001.6776547
277,-8.4,8.0,1594227001.6874304
278,-25.0,8.0,1594227001.697207
279,-12.89,8.0,1594227001.706983
280,12.83,8.0,1594227001.7167592
281,25.85,8.0,1594227001.7265348
282,22.65,8.0,1594227001.7363114
283,-10.15,8.0,1594227001.7460876
284,-10.5,8.0,1594227001.7558634
285,29.86,8.0,1594227001.7656398
286,1.36,8.0,1594227001.775416
287,1.04,8.0,1594227001.785192
288,-21.99,8.0,1594227001.794968
289,-20.26,8.0,1594227001.8047442
290,-28.96,8.0,1594227001.8145206
291,-44.89,8.0,1594227001.8242965
292,-15.03,8.0,1594227001.8340724
293,13.73,8.0,1594227001.843849
294,33.15,8.0,1594227001.8536248
295,16.47,8.0,1594227001.863401
296,-5.55,8.0,1594227001.873177
297,4.97,8.0,1594227001.8829534
298,-2.94,8.0,1594227001.8927293
299,85.98,8.0,1594227001.9025054
300,29.25,8.0,1594227001.9122815
301,17.4,8.0,1594227001.9220574
302,-5.66,8.0,1594227001.9318335
303,-23.34,8.0,1594227001.9416099
304,-31.69,8.0,1594227001.951386
305,6.67,8.0,1594227001.9611619
306,40.42,8.0,1594227001.9709382
307,39.45,8.0,1594227001.9807146
308,13.31,8.0,1594227001.9904904
309,-20.65,8.0,1594227002.0002663
310,-34.53,8.0,1594227002.0100427
311,-31.96,8.0,1594227002.0198188
312,-4.2,8.0,1594227002.029595
313,3.77,8.0,1594227002.039371
314,-5.89,8.0,1594227002.0491474
315,-11.35,8.0,1594227002.0589232
316,8.71,8.0,1594227002.0686994
317,31.2,8.0,1594227002.0784755
318,42.54,8.0,1594227002.0882516
319,-435.82,8.0,1594227002.0980275
320,510.13,8.0,1594227002.1078038
321,52.65,8.0,1594227002.1175802
322,-81.13,8.0,1594227002.127356
323,-78.96,8.0,1594227002.1371322
324,-232.7,8.0,1594227002.1469085
325,183.12,8.0,1594227002.1566846
326,3.46,8.0,1594227002.1664605
327,7.31,8.0,1594227002.1762366
328,-27.94,8.0,1594227002.1860127
329,-382.45,8.0,1594227002.1957884
330,302.56,8.0,1594227002.205565
331,9.41,8.0,1594227002.215341
332,17.58,8.0,1594227002.2251172
333,30.15,8.0,1594227002.234893
334,-3.32,8.0,1594227002.2446694
335,-10.0,8.0,1594227002.2544456
336,-26.99,8.0,1594227002.2642214
337,-12.88,8.0,1594227002.2739975
338,1.27,8.0,1594227002.2837741
339,32.77,8.0,1594227002.29355
340,7.84,8.0,1594227002.303326
341,-13.13,8.0,1594227002.3131022
342,-22.99,8.0,1594227002.3228786
343,-24.78,8.0,1594227002.3326545
344,11.7,8.0,1594227002.3424304
345,45.94,8.0,1594227002.352207
346,28.03,8.0,1594227002.3619828
347,-30.33,8.0,1594227002.371759
348,-20.14,8.0,1594227002.381535
349,4.31,8.0,1594227002.3913114
350,54.2,8.0,1594227002.4010873
351,-10.94,8.0,1594227002.4108634
352,38.49,8.0,1594227002.4206395
353,64.72,8.0,1594227002.4304154
354,-82.41,8.0,1594227002.4401915
355,-104.59,8.0,1594227002.4499679
356,0.09,8.0,1594227002.459744
357,41.85,8.0,1594227002.4695199
358,-581.67,8.0,1594227002.4792962
359,705.02,8.0,1594227002.4890726
360,211.55,8.0,1594227002.4988484
361,35.22,8.0,1594227002.5086243
362,-44.78,8.0,1594227002.5184007
363,19.34,8.0,1594227002.5281768
364,-58.53,8.0,1594227002.537953
365,20.3,8.0,1594227002.547729
366,34.34,8.0,1594227002.5575054
367,20.81,8.0,1594227002.5672812
368,-22.98,8.0,1594227002.5770574
369,-20.14,8.0,1594227002.5868335
370,-14.27,8.0,1594227002.5966096
371,-18.35,8.0,1594227002.6063855
372,20.85,8.0,1594227002.6161618
373,-2.5,8.0,1594227002.6259382
374,-7.12,8.0,1594227002.635714
375,3.45,8.0,1594227002.6454902
376,22.86,8.0,1594227002.6552665
377,-13.22,8.0,1594227002.6650426
378,-10.46,8.0,1594227002.6748185
379,-20.28,8.0,1594227002.6845946
380,2.64,8.0,1594227002.6943707
381,-0.53,8.0,1594227002.7041464
382,19.0,8.0,1594227002.713923
383,-9.29,8.0,1594227002.723699
384,-30.58,8.0,1594227002.7334752
385,-15.02,8.0,1594227002.743251
386,18.64,8.0,1594227002.7530274
387,38.76,8.0,1594227002.7628036
388,33.38,8.0,1594227002.7725794
389,3.36,8.0,1594227002.7823555
390,-37.11,8.0,1594227002.7921321
391,-25.81,8.0,1594227002.801908
392,16.11,8.0,1594227002.811684
393,33.35,8.0,1594227002.8214602
394,-7.65,8.0,1594227002.8312366
395,-18.9,8.0,1594227002.8410125
396,-29.1,8.0,1594227002.8507886
397,2.53,8.0,1594227002.860565
398,18.87,8.0,1594227002.8703408
399,9.5,8.0,1594227002.880117
400,-17.11,8.0,1594227002.889893
401,-7.26,8.0,1594227002.8996696
402,-10.22,8.0,1594227002.9094453
403,-0.7,8.0,1594227002.9192214
404,17.67,8.0,1594227002.9289975
405,21.82,8.0,1594227002.9387734
406,-4.68,8.0,1594227002.9485495
407,-9.9,8.0,1594227002.9583259
408,-117.33,8.0,1594227002.968102
409,-18.15,3.0,1594227002.9778779
410,97.13,3.0,1594227002.9876542
411,-85.47,3.0,1594227002.9974306
412,-65.19,3.0,1594227003.0072064
413,-519.59,3.0,1594227003.0169823
414,-1844.52,3.0,1594227003.0267587
415,-160.1,3.0,1594227003.0365348
416,198.43,3.0,1594227003.046311
417,208.31,3.0,1594227003.056087
418,490.53,3.0,1594227003.0658634
419,90.54,3.0,1594227003.0756392
420,428.53,3.0,1594227003.0854154
421,-424.61,3.0,1594227003.0951915
422,-646.55,3.0,1594227003.1049676
423,764.64,3.0,1594227003.1147435
424,-589.18,3.0,1594227003.1245198
425,599.28,3.0,1594227003.1342962
426,394.03,3.0,1594227003.144072
427,-166.55,3.0,1594227003.1538482
428,-720.74,3.0,1594227003.1636245
429,-15418.63,3.0,1594227003.1734006
430,-3787.03,3.0,1594227003.1831765
431,-446.1481,3.0,1594227003.1929526
432,-13.11,8.0,1594227003.2027287
433,-33.59,8.0,1594227003.2125044
434,-3.96,8.0,1594227003.222281
435,6.38,8.0,1594227003.232057
436,13.8,8.0,1594227003.2418332
437,10.67,8.0,1594227003.251609
438,-0.13,8.0,1594227003.2613854
439,-8.08,8.0,1594227003.2711616
440,2.41,8.0,1594227003.2809374
441,-1.59,8.0,1594227003.2907138
442,-9.87,8.0,1594227003.3004901
443,-6.87,8.0,1594227003.310266
444,10.0,8.0,1594227003.320042
445,-0.19,8.0,1594227003.3298182
446,4.45,8.0,1594227003.3395946
447,15.14,8.0,1594227003.3493705
448,12.34,8.0,1594227003.3591466
449,4.78,8.0,1594227003.3689227
450,7.25,8.0,1594227003.3786988
451,7.88,8.0,1594227003.388475
452,5.83,8.0,1594227003.398251
453,10.57,8.0,1594227003.4080276
454,-21.84,8.0,1594227003.4178033
455,0.56,8.0,1594227003.4275794
456,20.25,8.0,1594227003.4373555
457,15.83,8.0,1594227003.4471314
458,-7.09,8.0,1594227003.4569075
459,-7.37,8.0,1594227003.466684
460,-12.05,8.0,1594227003.47646
461,0.33,8.0,1594227003.4862359
462,29.9,8.0,1594227003.4960122
463,11.78,8.0,1594227003.5057886
464,-21.03,8.0,1594227003.5155644
465,-0.11,8.0,1594227003.5253403
466,16.39,8.0,1594227003.535117
467,0.42,8.0,1594227003.5448928
468,-9.97,8.0,1594227003.554669
469,-7.34,8.0,1594227003.564445
470,-12.22,8.0,1594227003.5742214
471,2.87,8.0,1594227003.5839972
472,5.95,8.0,1594227003.5937734
473,-12.39,8.0,1594227003.6035495
474,-16.36,8.0,1594227003.6133256
475,-17.48,8.0,1594227003.6231015
476,-30.53,8.0,1594227003.6328778
477,-31.06,8.0,1594227003.642654
478,2.63,8.0,1594227003.65243
479,15.84,8.0,1594227003.6622062
480,-2.5,8.0,1594227003.6719825
481,-5.86,8.0,1594227003.6817586
482,7.85,8.0,1594227003.6915345
483,13.79,8.0,1594227003.7013106
484,4.31,8.0,1594227003.7110868
485,-12.91,8.0,1594227003.7208624
486,-25.36,8.0,1594227003.730639
487,-14.15,8.0,1594227003.740415
488,18.11,8.0,1594227003.7501912
489,9.81,8.0,1594227003.759967
490,-12.36,8.0,1594227003.7697434
491,3.89,8.0,1594227003.7795196
492,-9.83,8.0,1594227003.7892954
493,-24.35,8.0,1594227003.7990718
494,-5.68,8.0,1594227003.8088481
495,3.68,8.0,1594227003.818624
496,-9.26,8.0,1594227003.8284
497,6.68,8.0,1594227003.8381765
498,8.65,8.0,1594227003.8479526
499,9.99,8.0,1594227003.8577285
500,22.45,8.0,1594227003.8675046
501,6.84,8.0,1594227003.8772807
502,-12.39,8.0,1594227003.8870568
503,-17.2,8.0,1594227003.896833
504,-8.59,8.0,1594227003.906609
505,-9.58,8.0,1594227003.9163852
506,12.76,8.0,1594227003.9261613
507,8.04,8.0,1594227003.9359374
508,-0.88,8.0,1594227003.9457135
509,0.3,8.0,1594227003.9554894
510,14.31,8.0,1594227003.9652658
511,12.25,8.0,1594227003.975042
512,13.41,8.0,1594227003.984818
513,1.46,8.0,1594227003.9945939
514,-18.17,8.0,1594227004.0043702
515,-11.15,8.0,1594227004.0141466
516,4.98,8.0,1594227004.0239224
517,-8.74,8.0,1594227004.0336983
518,-39.52,8.0,1594227004.043475
519,-19.32,8.0,1594227004.0532508
520,-5.79,8.0,1594227004.063027
521,1.41,8.0,1594227004.072803
522,17.64,8.0,1594227004.0825794
523,19.21,8.0,1594227004.0923553
524,17.08,8.0,1594227004.1021314
525,1.64,8.0,1594227004.1119075
526,-1.16,8.0,1594227004.1216836
527,-1.92,8.0,1594227004.1314595
528,-19.03,8.0,1594227004.1412358
529,-13.07,8.0,1594227004.151012
530,-12.0,8.0,1594227004.160788
531,-10.5,8.0,1594227004.1705642
532,-15.09,8.0,1594227004.1803405
533,32.7,8.0,1594227004.1901164
534,-2.49,8.0,1594227004.1998925
535,-4.89,8.0,1594227004.2096686
536,10.03,8.0,1594227004.2194448
537,62.05,8.0,1594227004.2292204
538,70.43,8.0,1594227004.238997
539,51.79,8.0,1594227004.248773
540,51.58,8.0,1594227004.2585492
541,11.8,8.0,1594227004.268325
542,16.35,8.0,1594227004.2781014
543,-11.5,8.0,1594227004.2878776
544,-37.81,8.0,1594227004.2976534
545,-66.07,8.0,1594227004.3074298
