id;label;magnetic field x-axis [T];magnetic field y-axis [T];magnetic field z-axis [T];time [s]
0;;;;;1.594.227.845.986.010
1;8.0;-0.00021236115;0.0002284280140946615;0.00035507347818932307;15.942.278.459.957.800
2;8.0;-0.00021214494465944813;0.0002284090629339853;0.00035570772586797063;15.942.278.460.055.600
3;8.0;-0.00021213805271350707;0.000228533629499361;0.0003563307634131997;15.942.278.460.153.300
4;8.0;-0.0002121006378047198;0.00022843455365885424;0.0003577603893705726;15.942.278.460.251.100
5;8.0;-0.00021212621169782828;0.00022847269805433595;0.0003573009615845211;15.942.278.460.348.900
6;8.0;-0.00021218248877395888;0.00022854422930223672;0.00035884719041481085;15.942.278.460.446.600
7;8.0;-0.00021095498102061805;0.00022899740623057326;0.00035601239498117093;15.942.278.460.544.400
8;8.0;-0.00020866893622837384;0.00023001746382270637;0.0003526341748612047;159.422.784.606.422
9;8.0;-0.00020988382388823502;0.00022958680864506182;0.00035427005894041137;1.594.227.846.073.990
10;8.0;-0.00020791140977765627;0.00023079804643218535;0.00035001794870819197;15.942.278.460.837.700
11;8.0;-0.00020948983201135617;0.00023001158498157858;0.00035293387602609573;15.942.278.460.935.400
12;8.0;-0.00020889258707081204;0.00023095258592607036;0.00035006101547463506;15.942.278.461.033.200
13;8.0;-0.00020956539801084153;0.00023035809701025997;0.00035202642737535485;15.942.278.461.131.000
14;8.0;-0.00021017095521210923;0.00023099057796443725;0.00035024924052550784;15.942.278.461.228.700
15;8.0;-0.00020989590857185478;0.00023057682122379185;0.0003513897025152352;15.942.278.461.326.500
16;8.0;-0.00021126442100606233;0.00023085740897889757;0.000350431315074614;15.942.278.461.424.200
17;8.0;-0.00021015037389707686;0.00023060143464070994;0.0003508068424386346;1.594.227.846.152.200
18;8.0;-0.00021187657153104393;0.00023049379208933462;0.000350444159282617;1.594.227.846.161.980
19;8.0;-0.00021036409670999282;0.00023051548440868974;0.00035031179044796567;15.942.278.461.717.500
20;;;;;1.594.227.846.181.530
21;8.0;-0.00021034263129410366;0.0002297833601458587;0.0003532837168453883;15.942.278.461.913.000
22;8.0;-0.00021225735605726598;0.0002296453565744687;0.00035050970574741465;15.942.278.462.010.800
23;8.0;-0.00021106599570538983;0.0002302676516786648;0.0003503246046301342;15.942.278.462.108.600
24;8.0;-0.00021200427564897867;0.00022898281479387508;0.00035302659996207296;15.942.278.462.206.300
25;8.0;-0.00021034551115004532;0.00023023301915658462;0.00035231137948456525;15.942.278.462.304.100
26;8.0;-0.00021218503695359667;0.000229060405061762;0.0003521484109272935;159.422.784.624.019
27;8.0;-0.00021166645096713687;0.00022996654062101173;0.00035063242668647096;1.594.227.846.249.960
28;8.0;-0.00021224222928638907;0.0002288100350697467;0.00035594258894392937;15.942.278.462.597.400
29;8.0;-0.00021036825233131267;0.0002304460967579875;0.0003511785399034578;15.942.278.462.695.100
30;8.0;-0.0002122046592991821;0.00022891987422053386;0.0003544094283259808;15.942.278.462.792.900
31;8.0;-0.00021202078821116522;0.00022967928960069135;0.00035121249069757843;15.942.278.462.890.700
32;8.0;-0.0002112876784763909;0.00022930788134050897;0.0003569050221584903;15.942.278.462.988.400
33;8.0;-0.00021061225221564176;0.00023043669795567612;0.00035028431130476123;15.942.278.463.086.200
34;8.0;-0.00021123191834499788;0.00022933836635920195;0.00035461562931719153;1.594.227.846.318.390
35;8.0;-0.00020800462827734096;0.00023111291596854893;0.0003503398749106505;1.594.227.846.328.170
36;8.0;-0.0002103102501743983;0.0002299178884828753;0.0003531112673997161;15.942.278.463.379.500
37;8.0;-0.00021220133136127403;0.000229205588366916;0.00035236474291432373;15.942.278.463.477.200
38;8.0;-0.00020971016130935828;0.00023050463654353693;0.000352998489987267;15.942.278.463.575.000
39;8.0;-0.00021166645096713687;0.00022996654062101173;0.00035063242668647096;15.942.278.463.672.700
40;8.0;-0.00021046706662484826;0.00022986287246267375;0.00035423800926726756;15.942.278.463.770.500
41;8.0;-0.00021192122169663824;0.00023125252658934113;0.00035034894017442;15.942.278.463.868.300
42;8.0;-0.00021034848865591704;0.00023031452437493054;0.0003519501201702214;1.594.227.846.396.600
43;8.0;-0.00021220812338361124;0.0002289650506044045;0.0003540127507991447;1.594.227.846.406.380
44;8.0;-0.000210579360483386;0.00023082806177167022;0.0003502594395163781;15.942.278.464.161.500
45;;;;;15.942.278.464.259.300
46;8.0;-0.00021034263129410366;0.0002297833601458587;0.0003532837168453883;15.942.278.464.357.100
47;8.0;-0.00021221544267314703;0.00022933623768272207;0.0003520257112904535;15.942.278.464.454.800
48;8.0;-0.00021030712204317395;0.00023058248899546544;0.00035267394654333353;15.942.278.464.552.600
49;8.0;-0.0002123358868781505;0.0002296825636595368;0.0003514971317790907;1.594.227.846.465.040
50;8.0;-0.00021084792577115148;0.00023036232290333023;0.00035034275064773875;15.942.278.464.748.100
51;8.0;-0.00021103951799396076;0.0002294404900905215;0.0003546313188002795;1.594.227.846.484.590
