id;label;magnetic field x-axis [T];magnetic field y-axis [T];magnetic field z-axis [T];time [s]
0;;;;;159.422.627.718.598
1;8.0;0.0002260082;5,34E+01;-0.000693571;15.942.262.771.957.500
2;8.0;0.00022537015990972808;5,33E+10;-0.0006940930237789439;15.942.262.772.055.300
3;8.0;0.00022522917568213176;5,31E+10;-0.0006938631604065438;1.594.226.277.215.300
4;8.0;0.0002254415698882549;5,29E+10;-0.0006934366105250346;15.942.262.772.250.800
5;8.0;0.000225100487820113;5,30E+10;-0.0006935639679729294;15.942.262.772.348.600
6;8.0;0.00022464890871965273;5,31E+11;-0.0006906578290293896;15.942.262.772.446.300
7;8.0;0.00022440400908136374;5,28E+11;-0.0006908454220850341;15.942.262.772.544.100
8;8.0;0.00022310928176783818;5,27E+11;-0.0006889517026654287;1.594.226.277.264.180
9;8.0;0.0002234097654203517;5,30E+10;-0.000691467971359773;15.942.262.772.739.600
10;8.0;0.00022223649587790493;5,35E+09;-0.0006936025342065427;15.942.262.772.837.400
11;8.0;0.00022249372949101475;5,31E+10;-0.0006918567534158637;15.942.262.772.935.100
12;8.0;0.00022093920026395198;5,34E+10;-0.0006935061675007879;15.942.262.773.032.900
13;8.0;0.00022180474255080603;5,31E+10;-0.0006919995751240302;15.942.262.773.130.600
14;8.0;0.00022055434897755579;5,30E+11;-0.0006932405856247728;15.942.262.773.228.400
15;8.0;0.0002213907578998816;5,28E+10;-0.000692068183891095;15.942.262.773.326.200
16;8.0;0.00022059458257949195;5,24E+10;-0.0006929300840120112;1.594.226.277.342.390
17;8.0;0.00022104160486243217;5,26E+11;-0.0006925807593246547;1.594.226.277.352.170
18;8.0;0.0002204283584827046;5,19E+10;-0.0006927145656541245;15.942.262.773.619.500
19;8.0;0.00022093793975859135;5,25E+10;-0.0006928549618382168;15.942.262.773.717.200
20;8.0;0.0002203961211220069;5,16E+10;-0.0006915294526101167;15.942.262.773.815.000
21;8.0;0.00022057091762985796;5,22E+10;-0.000692113052802042;15.942.262.773.912.700
