id;label;magnetic field x-axis [T];magnetic field y-axis [T];magnetic field z-axis [T];time [s]
0;;;;;1.594.227.097.616.620
1;;;;;15.942.270.976.263.900
2;;;;;15.942.270.976.361.700
3;8.0;-0.0002004676;-8,59E+00;0.0003987727;15.942.270.976.459.400
4;8.0;-0.0002005232133374944;-9,08E+09;0.00039962946090765035;15.942.270.976.557.200
5;8.0;-0.0002002796735084992;-8,96E+09;0.00040023028535140647;15.942.270.976.655.000
6;8.0;-0.00020011229901486152;-8,87E+09;0.0004003759972790265;15.942.270.976.752.700
7;8.0;-0.00019995779840871608;-8,80E+09;0.00040178098698503506;15.942.270.976.850.500
8;8.0;-0.00019996606327138796;-8,80E+08;0.00040203614140366497;15.942.270.976.948.300
9;8.0;-0.00020000264755320573;-8,88E+09;0.00040301423965136466;1.594.227.097.704.600
10;8.0;-0.00020004147132191266;-8,89E+09;0.00040364545935958574;15.942.270.977.143.800
11;8.0;-0.00019940405126539978;-8,52E+09;0.000401139235972958;15.942.270.977.241.500
12;8.0;-0.00019875029748663158;-8,13E+09;0.000399873447261648;15.942.270.977.339.300
13;8.0;-0.0001982593979544006;-7,80E+08;0.00039944486228040874;15.942.270.977.437.100
14;8.0;-0.0001974305984266777;-7,21E+09;0.0003974900105405563;15.942.270.977.534.800
15;8.0;-0.0001977970021644588;-7,43E+09;0.00039834039403819233;15.942.270.977.632.600
16;8.0;-0.00019680248157778618;-6,57E+09;0.00039561609814635677;15.942.270.977.730.300
17;8.0;-0.00019775305167824166;-7,04E+09;0.00039752146266524283;1.594.227.097.782.810
18;8.0;-0.0001972271553997377;-6,28E+09;0.00039621447896888136;1.594.227.097.792.590
19;8.0;-0.00019792330083729927;-6,73E+09;0.00039693617162307775;15.942.270.978.023.600
20;8.0;-0.00019823948401611631;-6,23E+09;0.00039639673068931816;1.594.227.097.812.140
21;8.0;-0.0001982412177550148;-6,55E+09;0.00039652156082769255;15.942.270.978.219.100
22;8.0;-0.0001991254749297385;-6,34E+08;0.00039656811027352656;15.942.270.978.316.900
23;8.0;-0.0001984372845584035;-6,52E+10;0.00039617996238482225;15.942.270.978.414.700
24;;;;;15.942.270.978.512.400
25;8.0;-0.00019875607590187595;-7,99E+09;0.0003992843184983955;15.942.270.978.610.200
26;8.0;-0.00019986729074577146;-6,89E+09;0.00039676754504619775;15.942.270.978.708
27;8.0;-0.0001989012437075934;-6,65E+08;0.00039656957498330976;1.594.227.097.880.570
28;8.0;-0.0002002277127708715;-8,22E+09;0.00039871018784763787;15.942.270.978.903.500
29;8.0;-0.00019842926558032425;-7,56E+10;0.0003987963628042943;15.942.270.979.001.200
30;8.0;-0.00020012262564244142;-7,39E+09;0.00039785238370195066;15.942.270.979.099.000
31;8.0;-0.00019951956018487144;-6,98E+09;0.0003968861788870025;15.942.270.979.196.800
32;8.0;-0.0001999309497287084;-7,91E+09;0.00040147143840177265;1.594.227.097.929.450
33;8.0;-0.0001983333998509281;-7,16E+09;0.0003982148947238752;15.942.270.979.392.300
34;8.0;-0.00020010700974543386;-7,72E+08;0.0003992688688375559;1.594.227.097.949.000
35;8.0;-0.00019975751173170785;-8,02E+08;0.0004055963944553617;1.594.227.097.958.780
36;8.0;-0.00019851739373586672;-7,72E+09;0.0003989944464295415;15.942.270.979.685.600
37;8.0;-0.00020006306524760357;-7,34E+09;0.0003979580149788371;15.942.270.979.783.300
38;8.0;-0.00019901676218817243;-7,32E+09;0.0004024087215354585;15.942.270.979.881.100
39;8.0;-0.00019844752432851418;-6,69E+09;0.00039693687038033846;15.942.270.979.978.800
40;8.0;-0.00019999768029703668;-7,95E+09;0.0004009622265051635;15.942.270.980.076.600
41;8.0;-0.00019590068519044268;-5,15E+09;0.0003977367315799525;15.942.270.980.174.400
42;8.0;-0.00019835338278200603;-7,01E+09;0.00039793619761130107;15.942.270.980.272.100
43;8.0;-0.00020007421832729018;-7,78E+09;0.0003996509028445161;1.594.227.098.036.990
44;8.0;-0.00019746531296892518;-5,66E+10;0.0003990314958803942;15.942.270.980.467.600
45;8.0;-0.00019870301390903576;-6,54E+09;0.0003965106046413795;15.942.270.980.565.400
46;8.0;-0.00019932782311306182;-7,56E+09;0.0004010284566236805;15.942.270.980.663.200
47;8.0;-0.0001986157516244459;-5,01E+09;0.0003981640507645381;15.942.270.980.760.900
48;8.0;-0.0001984372845584035;-6,52E+10;0.00039617996238482225;15.942.270.980.858.700
49;8.0;-0.00019974728614271918;-7,86E+09;0.0004010090357734593;15.942.270.980.956.500
50;8.0;-0.0001987856362254199;-5,38E+09;0.0003981080470872576;15.942.270.981.054.200
51;8.0;-0.00019968238726210153;-7,04E+09;0.0003970191339113413;1.594.227.098.115.200
52;8.0;-0.00019836602142562365;-6,78E+09;0.00040083860092534365;1.594.227.098.124.970
53;8.0;-0.0002003052569657865;-5,86E+09;0.00039821975716971083;15.942.270.981.347.500
54;8.0;-0.0001991466597503232;-6,76E+09;0.00039664950049221284;15.942.270.981.445.300
55;8.0;-0.00019884418922171948;-7,24E+09;0.00040107307650291094;15.942.270.981.543.000
